check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code
,,,,,rds,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/rds/specify_backup_retention.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::RDS::DBInstance
          Properties:
            BackupRetentionPeriod: 30
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::RDS::DBInstance
          Properties: null
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/rds_cluster#backup_retention_period
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#backup_retention_period
  good:
    - |-
      resource ""aws_rds_cluster"" ""good_example"" {
        cluster_identifier      = ""aurora-cluster-demo""
        engine                  = ""aurora-mysql""
        engine_version          = ""5.7.mysql_aurora.2.03.2""
        availability_zones      = [""us-west-2a"", ""us-west-2b"", ""us-west-2c""]
        database_name           = ""mydb""
        master_username         = ""foo""
        master_password         = ""bar""
        backup_retention_period = 5
        preferred_backup_window = ""07:00-09:00""
      }
    - |-
      resource ""aws_db_instance"" ""good_example"" {
        allocated_storage       = 10
        engine                  = ""mysql""
        engine_version          = ""5.7""
        instance_class          = ""db.t3.micro""
        name                    = ""mydb""
        username                = ""foo""
        password                = ""foobarbaz""
        parameter_group_name    = ""default.mysql5.7""
        backup_retention_period = 5
        skip_final_snapshot     = true
      }
  bad:
    - |-
      resource ""aws_db_instance"" ""bad_example"" {
        allocated_storage       = 10
        engine                  = ""mysql""
        engine_version          = ""5.7""
        instance_class          = ""db.t3.micro""
        name                    = ""mydb""
        username                = ""foo""
        password                = ""foobarbaz""
        parameter_group_name    = ""default.mysql5.7""
        backup_retention_period = 1
        skip_final_snapshot     = true
      }
    - |-
      resource ""aws_db_instance"" ""bad_example"" {
        allocated_storage    = 10
        engine               = ""mysql""
        engine_version       = ""5.7""
        instance_class       = ""db.t3.micro""
        name                 = ""mydb""
        username             = ""foo""
        password             = ""foobarbaz""
        parameter_group_name = ""default.mysql5.7""
        skip_final_snapshot  = true
      }
    - |-
      resource ""aws_rds_cluster"" ""bad_example"" {
        cluster_identifier      = ""aurora-cluster-demo""
        engine                  = ""aurora-mysql""
        engine_version          = ""5.7.mysql_aurora.2.03.2""
        availability_zones      = [""us-west-2a"", ""us-west-2b"", ""us-west-2c""]
        database_name           = ""mydb""
        master_username         = ""foo""
        master_password         = ""bar""
        preferred_backup_window = ""07:00-09:00""
      }
"
AVD-AWS-0085,AWS Classic resource usage.,CRITICAL,,"AWS Classic resources run in a shared environment with infrastructure owned by other AWS customers. You should run
resources in a VPC instead.
",redshift,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/redshift/no_classic_resources.rego,"package builtin.aws.redshift.aws0085

import rego.v1

deny contains res if {
	some group in input.aws.redshift.securitygroups
	res := result.new(
		""Classic resources should not be used."",
		group,
	)
}"
,,,,,redshift,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/redshift/add_description_to_security_group.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::Redshift::ClusterSecurityGroup
          Properties:
            Description: Disallow bad stuff
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::Redshift::ClusterSecurityGroup
          Properties:
            Description: """"
"
,,,,,redshift,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/redshift/encryption_customer_key.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::Redshift::Cluster
          Properties:
            Encrypted: true
            KmsKeyId: something
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::Redshift::Cluster
          Properties:
            Encrypted: false
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/redshift_cluster#encrypted
  good:
    - |-
      resource ""aws_kms_key"" ""redshift"" {
        enable_key_rotation = true
      }

      resource ""aws_redshift_cluster"" ""good_example"" {
        cluster_identifier = ""tf-redshift-cluster""
        database_name      = ""mydb""
        master_username    = ""foo""
        master_password    = ""Mustbe8characters""
        node_type          = ""dc1.large""
        cluster_type       = ""single-node""
        encrypted          = true
        kms_key_id         = aws_kms_key.redshift.key_id
      }
  bad:
    - |-
      resource ""aws_redshift_cluster"" ""bad_example"" {
        cluster_identifier = ""tf-redshift-cluster""
        database_name      = ""mydb""
        master_username    = ""foo""
        master_password    = ""Mustbe8characters""
        node_type          = ""dc1.large""
        cluster_type       = ""single-node""
      }
"
AVD-AWS-0089,S3 Bucket Logging,LOW,,Ensures S3 bucket logging is enabled for S3 buckets,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/enable_logging.rego,"package builtin.aws.s3.aws0089

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	bucket := input.aws.s3.buckets[_]
	not bucket_has_server_logging_access(bucket)
	not is_logging_enabled(bucket)
	res := result.new(
		""Bucket has logging disabled"",
		metadata.obj_by_path(bucket, [""logging"", ""enabled""]),
	)
}

is_logging_enabled(bucket) if bucket.logging.enabled.value

# Canned ACL
# The LogDelivery group gets WRITE and READ_ACP permissions on the bucket.
bucket_has_server_logging_access(bucket) if {
	bucket.acl.value == ""log-delivery-write""
}

bucket_has_server_logging_access(bucket) if {
	some grant in bucket.grants
	grantee_is_log_delivery_group(grant)
	has_write_and_read_acp_permissions(grant.permissions)
}

# Grant permissions to the log delivery group by using a bucket AC
has_write_and_read_acp_permissions(permissions) if {
	has_permission(permissions, ""FULL_CONTROL"")
}

has_write_and_read_acp_permissions(permissions) if {
	has_permission(permissions, ""WRITE"")
	has_permission(permissions, ""READ_ACP"")
}

has_permission(permissions, v) if {
	some permission in permissions
	permission.value == v
}

log_group := ""http://acs.amazonaws.com/groups/s3/LogDelivery""

grantee_is_log_delivery_group(grant) if grant.grantee.uri.value == log_group

# Grant permissions to the logging service principal by using a bucket policy
bucket_has_server_logging_access(bucket) if {
	policy := bucket.bucketpolicies[_]
	doc := json.unmarshal(policy.document.value)
	statement := doc.Statement[_]
	statement.Effect == ""Allow""
	some action in statement.Action
	lower(action) == ""s3:putobject""
	""logging.s3.amazonaws.com"" in statement.Principal.Service
}"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/enable_bucket_encryption.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::S3::Bucket
          Properties:
            BucketEncryption:
              ServerSideEncryptionConfiguration:
                - BucketKeyEnabled: true
                  ServerSideEncryptionByDefault:
                    SSEAlgorithm: AES256
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::S3::Bucket
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket#enable-default-server-side-encryption
  good:
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        bucket = ""mybucket""

        server_side_encryption_configuration {
          rule {
            apply_server_side_encryption_by_default {
              kms_master_key_id = ""arn""
              sse_algorithm     = ""aws:kms""
            }
          }
        }
      }
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        bucket = ""mybucket""
      }

      resource ""aws_s3_bucket_server_side_encryption_configuration"" ""example"" {
        bucket = aws_s3_bucket.good_example.id

        rule {
          apply_server_side_encryption_by_default {
            kms_master_key_id = aws_kms_key.mykey.arn
            sse_algorithm     = ""aws:kms""
          }
        }
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""mybucket""
      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""mybucket""
      }

      resource ""aws_s3_bucket_server_side_encryption_configuration"" ""example"" {
        bucket = aws_s3_bucket.bad_example.id

        rule {}
      }
"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/enable_logging.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::S3::Bucket
          Properties:
            LoggingConfiguration:
              DestinationBucketName: !Ref TestLoggingBucket
              LogFilePrefix: accesslogs/

        TestLoggingBucket:
          Type: AWS::S3::Bucket
          Properties:
            AccessControl: LogDeliveryWrite
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::S3::Bucket
          Properties: null
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket
  good:
    - |-
      resource ""aws_s3_bucket"" ""this"" {
        bucket = ""test-bucket""
        logging {
          target_bucket = aws_s3_bucket.log_bucket.id
          target_prefix = ""log/""
        }
      }

      resource ""aws_s3_bucket"" ""log_bucket"" {
        bucket = ""test-log-bucket""
      }

      resource ""aws_s3_bucket_acl"" ""log_bucket"" {
        acl    = ""log-delivery-write""
        bucket = aws_s3_bucket.log_bucket.id
      }
    - |-
      resource ""aws_s3_bucket"" ""this"" {
        bucket = ""test-bucket""
      }

      resource ""aws_s3_bucket_logging"" ""this"" {
        bucket        = aws_s3_bucket.this.id
        target_bucket = aws_s3_bucket.log_bucket.id
        target_prefix = ""log/""
      }

      resource ""aws_s3_bucket"" ""log_bucket"" {
        bucket = ""test-log-bucket""
      }

      resource ""aws_s3_bucket_acl"" ""log_bucket"" {
        acl    = ""log-delivery-write""
        bucket = aws_s3_bucket.log_bucket.id
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""this"" {
        bucket = ""test-bucket""
      }
"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/enable_object_read_logging.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket#versioning
  good:
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        bucket = ""my-bucket""
      }

      resource ""aws_cloudtrail"" ""example"" {
        event_selector {
          read_write_type = ""ReadOnly""
          data_resource {
            type   = ""AWS::S3::Object""
            values = [""arn:aws:s3:::${aws_s3_bucket.good_example.bucket}/""]
          }
        }
      }
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        bucket = ""my-bucket""
      }

      resource ""aws_cloudtrail"" ""example"" {
        event_selector {
          read_write_type = ""All""
          data_resource {
            type   = ""AWS::S3::Object""
            values = [""arn:aws:s3""]
          }
        }
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""my-bucket""
      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""my-bucket""
      }

      resource ""aws_cloudtrail"" ""example"" {
        event_selector {
          read_write_type = ""WriteOnly""
          data_resource {
            type   = ""AWS::S3::Object""
            values = [""arn:aws:s3""]
          }
        }
      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""my-bucket""
      }

      resource ""aws_cloudtrail"" ""example"" {
        event_selector {
          read_write_type = ""All""
          data_resource {
            type   = ""AWS::S3::Object""
            values = [""arn:aws:s3:::test-bucket/""] # another bucket
          }
        }
      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""my-bucket""
      }

      resource ""aws_cloudtrail"" ""example"" {
        event_selector {
          read_write_type = ""All""
          data_resource {
            type   = ""AWS::S3::Object""
            values = [""arn:aws:s3:::my-bucket""] # missing slash
          }
        }
      }
"
AVD-AWS-0172,"S3 object-level API operations such as GetObject, DeleteObject, and PutObject are called data events. By default, CloudTrail trails don't log data events and so it is recommended to enable Object-level logging for S3 buckets.",LOW,,"Enabling object-level logging will help you meet data compliance requirements within your organization, perform comprehensive security analysis, monitor specific patterns of user behavior in your AWS account or take immediate actions on any object-level API activity within your S3 Buckets using Amazon CloudWatch Events.
",s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/enable_object_read_logging.rego,"package builtin.aws.s3.aws0172

import rego.v1

deny contains res if {
	some bucket in input.aws.s3.buckets
	not has_read_logging(bucket)
	res := result.new(
		""Bucket does not have object-level read logging enabled"",
		bucket,
	)
}

has_read_logging(bucket) if {
	some selector in input.aws.cloudtrail.trails[_].eventselectors
	selector.readwritetype.value != ""WriteOnly""

	some dataresource in selector.dataresources
	dataresource.type.value == ""AWS::S3::Object""

	some partial in dataresource.values
	partial.value in {""arn:aws:s3"", sprintf(""arn:aws:s3:::%s/"", [bucket.name.value])}
}"
AVD-AWS-0132,S3 encryption should use Customer Managed Keys,HIGH,,"Encryption using AWS keys provides protection for your S3 buckets. To gain greater control over encryption, such as key rotation, access policies, and auditability, use customer managed keys (CMKs) with SSE-KMS.
Note that SSE-KMS is not supported for S3 server access logging destination buckets; in such cases, use SSE-S3 instead.
",s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/encryption_customer_key.rego,"package builtin.aws.s3.aws0132

import rego.v1

import data.lib.cloud.value

deny contains res if {
	some bucket in input.aws.s3.buckets

	# Log buckets don't support non AES256 encryption - this rule doesn't apply here
	# https://aws.amazon.com/premiumsupport/knowledge-center/s3-server-access-log-not-delivered/
	not log_bucket(bucket)

	without_cmk(bucket)

	res := result.new(
		""Bucket does not encrypt data with a customer managed key."",
		object.get(bucket, ""encryption"", bucket),
	)
}

# The LogDelivery group gets WRITE and READ_ACP permissions on the bucket
log_bucket(bucket) if lower(bucket.acl.value) == ""log-delivery-write""

# https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-server-access-logging.html#grant-log-delivery-permissions-acl
log_bucket(bucket) if {
	some grant in bucket.grants
	grant.grantee.uri.value == ""http://acs.amazonaws.com/groups/s3/LogDelivery""
	some permission in grant.permissions
	permission.value in {""WRITE"", ""FULL_CONTROL""}
}

# https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-server-access-logging.html#grant-log-delivery-permissions-bucket-policy
log_bucket(bucket) if {
	some policy in bucket.bucketpolicies
	doc := json.unmarshal(policy.document.value)
	some statement in doc.Statement
	lower(statement.Effect) == ""allow""
	""logging.s3.amazonaws.com"" in statement.Principal.Service
	some action in statement.Action
	lower(action) == ""s3:putobject""
}

without_cmk(bucket) if value.is_empty(bucket.encryption.kmskeyid)

without_cmk(bucket) if not bucket.encryption.kmskeyid"
AVD-AWS-0171,"S3 object-level API operations such as GetObject, DeleteObject, and PutObject are called data events. By default, CloudTrail trails don't log data events and so it is recommended to enable Object-level logging for S3 buckets.",LOW,,"Enabling object-level logging will help you meet data compliance requirements within your organization, perform comprehensive security analysis, monitor specific patterns of user behavior in your AWS account or take immediate actions on any object-level API activity within your S3 Buckets using Amazon CloudWatch Events.
",s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/enable_object_write_logging.rego,"package builtin.aws.s3.aws0171

import rego.v1

deny contains res if {
	some bucket in input.aws.s3.buckets
	not has_read_logging(bucket)
	res := result.new(
		""Bucket does not have object-level write logging enabled"",
		bucket,
	)
}

has_read_logging(bucket) if {
	some selector in input.aws.cloudtrail.trails[_].eventselectors
	selector.readwritetype.value != ""ReadOnly""

	some dataresource in selector.dataresources
	dataresource.type.value == ""AWS::S3::Object""

	some partial in dataresource.values
	partial.value in {""arn:aws:s3"", sprintf(""arn:aws:s3:::%s/"", [bucket.name.value])}
}"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/enable_versioning.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::S3::Bucket
          Properties:
            VersioningConfiguration:
              Status: Enabled
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::S3::Bucket
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket#versioning
  good:
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        versioning {
          enabled = true
        }
      }
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        bucket = ""yournamehere""
      }

      resource ""aws_s3_bucket_versioning"" ""example"" {
        bucket = aws_s3_bucket.good_example.id
        versioning_configuration {
          status = ""Enabled""
        }
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {

      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        versioning {
          enabled = false
        }
      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""yournamehere""
      }

      resource ""aws_s3_bucket_versioning"" ""example"" {
        bucket = aws_s3_bucket.bad_example.id
        versioning_configuration {
          status = ""Disabled""
        }
      }
"
AVD-AWS-0091,S3 Access Block should Ignore Public ACL,HIGH,,"S3 buckets should ignore public ACLs on buckets and any objects they contain. By ignoring rather than blocking, PUT calls with public ACLs will still be applied but the ACL will be ignored.
",s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/ignore_public_acls.rego,"package builtin.aws.s3.aws0091

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some bucket in input.aws.s3.buckets
	not bucket.publicaccessblock
	res := result.new(
		""No public access block so not blocking public acls"",
		bucket,
	)
}

deny contains res if {
	some bucket in input.aws.s3.buckets
	bucket.publicaccessblock
	not bucket.publicaccessblock.ignorepublicacls.value
	res := result.new(
		""Public access block does not ignore public ACLs"",
		metadata.obj_by_path(bucket, [""publicaccessblock"", ""ignorepublicacls""]),
	)
}"
AVD-AWS-0092,S3 Buckets not publicly accessible through ACL.,HIGH,,"Buckets should not have ACLs that allow public access
",s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/no_public_access_with_acl.rego,"package builtin.aws.s3.aws0092

import rego.v1

import data.lib.aws.s3

deny contains res if {
	some bucket in input.aws.s3.buckets
	s3.bucket_has_public_exposure_acl(bucket)
	bucket.acl.value == ""authenticated-read""
	res := result.new(
		""Bucket is exposed to all AWS accounts via ACL."",
		bucket.acl,
	)
}

deny contains res if {
	some bucket in input.aws.s3.buckets
	s3.bucket_has_public_exposure_acl(bucket)
	bucket.acl.value != ""authenticated-read""

	# TODO: check private?
	res := result.new(
		sprintf(""Bucket has a public ACL: %q"", [bucket.acl.value]),
		bucket.acl,
	)
}"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/no_public_access_with_acl.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::S3::Bucket
          Properties:
            AccessControl: Private
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::S3::Bucket
          Properties:
            AccessControl: AuthenticatedRead
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket
  good:
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        acl = ""private""
      }
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        bucket = ""yournamehere""
      }

      resource ""aws_s3_bucket_acl"" ""example"" {
        bucket = aws_s3_bucket.good_example.id
        acl    = ""private""
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        acl = ""public-read""
      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""yournamehere""
      }

      resource ""aws_s3_bucket_acl"" ""example"" {
        bucket = aws_s3_bucket.bad_example.id
        acl    = ""authenticated-read""
      }
"
AVD-AWS-0093,S3 Access block should restrict public bucket to limit access,HIGH,,"S3 buckets should restrict public policies for the bucket. By enabling, the restrict_public_buckets, only the bucket owner and AWS Services can access if it has a public policy.
",s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/no_public_buckets.rego,"package builtin.aws.s3.aws0093

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some bucket in input.aws.s3.buckets
	not bucket.publicaccessblock
	res := result.new(
		""No public access block so not restricting public buckets"",
		bucket,
	)
}

deny contains res if {
	some bucket in input.aws.s3.buckets
	bucket.publicaccessblock
	not bucket.publicaccessblock.restrictpublicbuckets.value
	res := result.new(
		""Public access block does not restrict public buckets"",
		metadata.obj_by_path(bucket, [""publicaccessblock"", ""restrictpublicbuckets""]),
	)
}"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/block_public_policy.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::S3::Bucket
          Properties:
            PublicAccessBlockConfiguration:
              BlockPublicPolicy: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::S3::Bucket
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket_public_access_block#block_public_policy
  good:
    - |-
      resource ""aws_s3_bucket"" ""example"" {
        bucket = ""mybucket""
      }

      resource ""aws_s3_bucket_public_access_block"" ""good_example"" {
        bucket              = aws_s3_bucket.example.id
        block_public_policy = true
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""example"" {
        bucket = ""mybucket""
      }

      resource ""aws_s3_bucket_public_access_block"" ""bad_example"" {
        bucket = aws_s3_bucket.example.id
      }
    - |-
      resource ""aws_s3_bucket"" ""example"" {
        bucket = ""mybucket""
      }
      resource ""aws_s3_bucket_public_access_block"" ""bad_example"" {
        bucket              = aws_s3_bucket.example.id
        block_public_policy = false
      }
"
AVD-AWS-0320,S3 DNS Compliant Bucket Names,MEDIUM,,Ensures that S3 buckets have DNS complaint bucket names.,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/dns_compliant_name.rego,"package builtin.aws.s3.aws0320

import rego.v1

deny contains res if {
	bucket := input.aws.s3.buckets[_]
	indexof(bucket.name.value, ""."") != -1
	res := result.new(""S3 bucket name is not compliant with DNS naming requirements"", bucket.name)
}"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/no_public_buckets.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::S3::Bucket
          Properties:
            PublicAccessBlockConfiguration:
              RestrictPublicBuckets: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::S3::Bucket
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket_public_access_block#restrict_public_buckets¡
  good:
    - |-
      resource ""aws_s3_bucket"" ""good_example"" {
        bucket = ""bucket""
      }

      resource ""aws_s3_bucket_public_access_block"" ""example"" {
        bucket = aws_s3_bucket.good_example.id

        restrict_public_buckets = true
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""bucket""
      }

      resource ""aws_s3_bucket_public_access_block"" ""example"" {
        bucket = aws_s3_bucket.bad_example.id
      }
    - |-
      resource ""aws_s3_bucket"" ""bad_example"" {
        bucket = ""bucket""
      }

      resource ""aws_s3_bucket_public_access_block"" ""example"" {
        bucket = aws_s3_bucket.bad_example.id

        restrict_public_buckets = false
      }
"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/require_mfa_delete.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket_versioning
  good:
    - |-
      resource ""aws_s3_bucket"" ""example"" {
        bucket = ""bucket""
      }

      resource ""aws_s3_bucket_versioning"" ""good_example"" {
        bucket = aws_s3_bucket.example.id

        versioning_configuration {
          status     = ""Enabled""
          mfa_delete = ""Enabled""
        }
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""example"" {
        bucket = ""bucket""
      }

      resource ""aws_s3_bucket_versioning"" ""good_example"" {
        bucket = aws_s3_bucket.example.id

        versioning_configuration {
          status     = ""Enabled""
          mfa_delete = ""Disabled""
        }
      }
"
AVD-AWS-0170,Buckets should have MFA deletion protection enabled.,LOW,,"Adding MFA delete to an S3 bucket, requires additional authentication when you change the version state of your bucket or you delete an object version, adding another layer of security in the event your security credentials are compromised or unauthorized access is obtained.
",s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/require_mfa_delete.rego,"package builtin.aws.s3.aws0170

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some bucket in input.aws.s3.buckets
	isManaged(bucket.versioning.mfadelete)
	not bucket.versioning.mfadelete.value
	res := result.new(
		""Bucket does not have MFA deletion protection enabled"",
		metadata.obj_by_path(bucket, [""versioning"", ""mfadelete""]),
	)
}"
,,,,,s3,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/s3/specify_public_access_block.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::S3::Bucket
          Properties:
            AccessControl: Private
            PublicAccessBlockConfiguration:
              BlockPublicAcls: true
              BlockPublicPolicy: true
              IgnorePublicAcls: true
              RestrictPublicBuckets: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::S3::Bucket
          Properties:
            AccessControl: AuthenticatedRead
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/s3_bucket_public_access_block#bucket
  good:
    - |-
      resource ""aws_s3_bucket"" ""example"" {
        bucket = ""example""
        acl    = ""private-read""
      }

      resource ""aws_s3_bucket_public_access_block"" ""example"" {
        bucket              = aws_s3_bucket.example.id
        block_public_acls   = true
        block_public_policy = true
      }
  bad:
    - |-
      resource ""aws_s3_bucket"" ""example"" {
        bucket = ""example""
        acl    = ""private-read""
      }
"
AVD-AWS-0112,SAM API domain name uses outdated SSL/TLS protocols.,HIGH,,"You should not use outdated/insecure TLS versions for encryption. You should be using TLS v1.2+.
",sam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/sam/api_use_secure_tls_policy.rego,"package builtin.aws.sam.aws0112

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some api in input.aws.sam.apis
	not is_secure_tls_policy(api)
	res := result.new(
		""Domain name is configured with an outdated TLS policy."",
		metadata.obj_by_path(api, [""domainconfiguration"", ""securitypolicy""]),
	)
}

is_secure_tls_policy(api) if value.is_equal(api.domainconfiguration.securitypolicy, ""TLS_1_2"")"
,,,,,sam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/sam/api_use_secure_tls_policy.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::Serverless::Api
          Properties:
            Domain:
              SecurityPolicy: TLS_1_2
            Name: Good SAM API example
            StageName: Prod
            TracingEnabled: false
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::Serverless::Api
          Properties:
            Name: Bad SAM API example
            StageName: Prod
            TracingEnabled: false
"
