resource_type,service,n_properties,n_property_types,n_required,required_properties,out_degree,in_degree
AWS::KinesisAnalyticsV2::ApplicationOutput,KinesisAnalyticsV2,2,5,2,ApplicationName|Output,7,0
AWS::KinesisAnalyticsV2::ApplicationReferenceDataSource,KinesisAnalyticsV2,2,8,2,ApplicationName|ReferenceDataSource,10,0
AWS::KinesisFirehose::DeliveryStream,KinesisFirehose,18,66,0,,84,0
AWS::KinesisVideo::SignalingChannel,KinesisVideo,4,0,0,,4,0
AWS::KinesisVideo::Stream,KinesisVideo,7,1,0,,8,0
AWS::LakeFormation::DataCellsFilter,LakeFormation,7,2,4,TableName|DatabaseName|TableCatalogId|Name,9,0
AWS::LakeFormation::DataLakeSettings,LakeFormation,11,7,0,,18,0
AWS::LakeFormation::Permissions,LakeFormation,4,8,2,DataLakePrincipal|Resource,12,0
AWS::LakeFormation::PrincipalPermissions,LakeFormation,5,11,4,Resource|Permissions|Principal|PermissionsWithGrantOption,16,0
AWS::LakeFormation::Resource,LakeFormation,5,0,2,ResourceArn|UseServiceLinkedRole,5,0
AWS::LakeFormation::Tag,LakeFormation,3,0,2,TagKey|TagValues,3,0
AWS::LakeFormation::TagAssociation,LakeFormation,2,5,2,LFTags|Resource,7,0
AWS::Lambda::Alias,Lambda,6,3,3,FunctionName|FunctionVersion|Name,9,0
AWS::Lambda::CapacityProvider,Lambda,7,5,2,VpcConfig|PermissionsConfig,12,0
AWS::Lambda::CodeSigningConfig,Lambda,4,2,1,AllowedPublishers,6,0
AWS::Lambda::EventInvokeConfig,Lambda,5,3,2,FunctionName|Qualifier,8,0
AWS::Lambda::EventSourceMapping,Lambda,28,17,1,FunctionName,45,0
AWS::Lambda::Function,Lambda,31,17,2,Code|Role,48,0
AWS::Lambda::LayerVersion,Lambda,6,1,1,Content,7,0
AWS::Lambda::LayerVersionPermission,Lambda,4,0,3,Action|LayerVersionArn|Principal,4,0
AWS::Lambda::Permission,Lambda,9,0,3,FunctionName|Action|Principal,9,0
AWS::Lambda::Url,Lambda,5,1,2,AuthType|TargetFunctionArn,6,0
AWS::Lambda::Version,Lambda,6,3,1,FunctionName,9,0
AWS::LaunchWizard::Deployment,LaunchWizard,5,1,3,WorkloadName|DeploymentPatternName|Name,6,0
AWS::Lex::Bot,Lex,13,115,4,RoleArn|Name|IdleSessionTTLInSeconds|DataPrivacy,128,0
AWS::Lex::BotAlias,Lex,8,12,2,BotId|BotAliasName,20,0
AWS::Lex::BotVersion,Lex,3,2,2,BotId|BotVersionLocaleSpecification,5,0
AWS::Lex::ResourcePolicy,Lex,2,0,2,Policy|ResourceArn,2,0
AWS::LicenseManager::Grant,LicenseManager,7,0,0,,7,0
AWS::LicenseManager::License,LicenseManager,12,7,9,ProductSKU|ConsumptionConfiguration|Validity|ProductName|Issuer|HomeRegion|Entitlements|LicenseName|Beneficiary,19,0
AWS::Lightsail::Alarm,Lightsail,11,0,6,MetricName|ComparisonOperator|AlarmName|MonitoredResourceName|EvaluationPeriods|Threshold,11,0
AWS::Lightsail::Bucket,Lightsail,7,1,2,BundleId|BucketName,8,0
AWS::Lightsail::Certificate,Lightsail,4,0,2,DomainName|CertificateName,4,0
AWS::Lightsail::Container,Lightsail,8,9,3,ServiceName|Scale|Power,17,0
AWS::Lightsail::Database,Lightsail,15,1,5,RelationalDatabaseName|RelationalDatabaseBlueprintId|MasterDatabaseName|MasterUsername|RelationalDatabaseBundleId,16,0
AWS::Lightsail::DatabaseSnapshot,Lightsail,3,1,2,RelationalDatabaseName|RelationalDatabaseSnapshotName,4,0
AWS::Lightsail::Disk,Lightsail,6,3,2,SizeInGb|DiskName,9,0
AWS::Lightsail::DiskSnapshot,Lightsail,3,1,2,DiskSnapshotName|DiskName,4,0
AWS::Lightsail::Distribution,Lightsail,10,7,4,Origin|DistributionName|BundleId|DefaultCacheBehavior,17,0
AWS::Lightsail::Domain,Lightsail,3,2,1,DomainName,5,0
AWS::Lightsail::Instance,Lightsail,12,9,3,InstanceName|BundleId|BlueprintId,21,0
AWS::Lightsail::InstanceSnapshot,Lightsail,3,1,2,InstanceName|InstanceSnapshotName,4,0
AWS::Lightsail::LoadBalancer,Lightsail,9,0,2,LoadBalancerName|InstancePort,9,0
AWS::Lightsail::LoadBalancerTlsCertificate,Lightsail,6,0,3,LoadBalancerName|CertificateDomainName|CertificateName,6,0
AWS::Lightsail::StaticIp,Lightsail,2,0,1,StaticIpName,2,0
AWS::Location::APIKey,Location,8,3,2,KeyName|Restrictions,11,0
AWS::Location::GeofenceCollection,Location,4,0,1,CollectionName,4,0
AWS::Location::Map,Location,5,1,2,MapName|Configuration,6,0
AWS::Location::PlaceIndex,Location,6,1,2,IndexName|DataSource,7,0
AWS::Location::RouteCalculator,Location,5,0,2,CalculatorName|DataSource,5,0
AWS::Location::Tracker,Location,7,0,1,TrackerName,7,0
AWS::Location::TrackerConsumer,Location,2,0,2,TrackerName|ConsumerArn,2,0
AWS::Logs::AccountPolicy,Logs,5,0,3,PolicyType|PolicyName|PolicyDocument,5,0
AWS::Logs::Delivery,Logs,7,0,2,DeliveryDestinationArn|DeliverySourceName,7,0
AWS::Logs::DeliveryDestination,Logs,6,1,1,Name,7,0
AWS::Logs::DeliverySource,Logs,4,0,1,Name,4,0
AWS::Logs::Destination,Logs,5,0,3,DestinationName|TargetArn|RoleArn,5,0
AWS::Logs::Integration,Logs,3,2,3,IntegrationName|ResourceConfig|IntegrationType,5,0
AWS::Logs::LogAnomalyDetector,Logs,7,0,0,,7,0
AWS::Logs::LogGroup,Logs,10,0,0,,10,0
AWS::Logs::LogStream,Logs,2,0,1,LogGroupName,2,0
AWS::Logs::MetricFilter,Logs,7,2,3,MetricTransformations|FilterPattern|LogGroupName,9,0
AWS::Logs::QueryDefinition,Logs,4,0,2,QueryString|Name,4,0
AWS::Logs::ResourcePolicy,Logs,2,0,2,PolicyName|PolicyDocument,2,0
AWS::Logs::ScheduledQuery,Logs,14,3,5,ScheduleExpression|QueryString|Name|ExecutionRoleArn|QueryLanguage,17,0
AWS::Logs::SubscriptionFilter,Logs,9,0,3,FilterPattern|LogGroupName|DestinationArn,9,0
AWS::Logs::Transformer,Logs,2,31,2,TransformerConfig|LogGroupIdentifier,33,0
AWS::LookoutEquipment::InferenceScheduler,LookoutEquipment,9,5,5,DataUploadFrequency|ModelName|DataInputConfiguration|DataOutputConfiguration|RoleArn,14,0
AWS::LookoutVision::Project,LookoutVision,1,0,1,ProjectName,1,0
AWS::M2::Application,M2,7,1,2,EngineType|Name,8,0
AWS::M2::Deployment,M2,3,0,3,EnvironmentId|ApplicationVersion|ApplicationId,3,0
AWS::M2::Environment,M2,14,4,3,Name|EngineType|InstanceType,18,0
AWS::MPA::ApprovalTeam,MPA,6,4,5,ApprovalStrategy|Policies|Description|Approvers|Name,10,0
AWS::MPA::IdentitySource,MPA,2,2,1,IdentitySourceParameters,4,0
AWS::MSK::BatchScramSecret,MSK,2,0,1,ClusterArn,2,0
AWS::MSK::Cluster,MSK,13,32,4,KafkaVersion|NumberOfBrokerNodes|BrokerNodeGroupInfo|ClusterName,45,0
AWS::MSK::ClusterPolicy,MSK,2,0,2,Policy|ClusterArn,2,0
AWS::MSK::Configuration,MSK,5,1,2,ServerProperties|Name,6,0
AWS::MSK::Replicator,MSK,6,8,4,ServiceExecutionRoleArn|ReplicatorName|ReplicationInfoList|KafkaClusters,14,0
AWS::MSK::ServerlessCluster,MSK,4,4,3,VpcConfigs|ClusterName|ClientAuthentication,8,0
AWS::MSK::Topic,MSK,5,0,4,ClusterArn|ReplicationFactor|PartitionCount|TopicName,5,0
AWS::MSK::VpcConnection,MSK,6,0,5,SecurityGroups|TargetClusterArn|ClientSubnets|VpcId|Authentication,6,0
AWS::MWAA::Environment,MWAA,26,3,1,Name,29,0
AWS::MWAAServerless::Workflow,MWAAServerless,9,5,2,DefinitionS3Location|RoleArn,14,0
AWS::Macie::AllowList,Macie,4,2,2,Criteria|Name,6,0
AWS::Macie::CustomDataIdentifier,Macie,7,0,2,Regex|Name,7,0
AWS::Macie::FindingsFilter,Macie,6,2,2,FindingCriteria|Name,8,0
AWS::Macie::Session,Macie,2,0,0,,2,0
AWS::ManagedBlockchain::Accessor,ManagedBlockchain,3,0,1,AccessorType,3,0
AWS::ManagedBlockchain::Member,ManagedBlockchain,4,8,1,MemberConfiguration,12,0
AWS::ManagedBlockchain::Node,ManagedBlockchain,3,1,2,NetworkId|NodeConfiguration,4,0
AWS::MediaConnect::Bridge,MediaConnect,7,11,3,PlacementArn|Sources|Name,18,0
AWS::MediaConnect::BridgeOutput,MediaConnect,3,1,3,BridgeArn|NetworkOutput|Name,4,0
AWS::MediaConnect::BridgeSource,MediaConnect,4,4,2,BridgeArn|Name,8,0
AWS::MediaConnect::Flow,MediaConnect,12,27,2,Source|Name,39,0
AWS::MediaConnect::FlowEntitlement,MediaConnect,8,1,4,Description|Subscribers|FlowArn|Name,9,0
AWS::MediaConnect::FlowOutput,MediaConnect,21,9,1,FlowArn,30,0
AWS::MediaConnect::FlowSource,MediaConnect,16,3,3,Description|Name|FlowArn,19,0
AWS::MediaConnect::FlowVpcInterface,MediaConnect,5,0,5,SubnetId|FlowArn|SecurityGroupIds|RoleArn|Name,5,0
AWS::MediaConnect::Gateway,MediaConnect,3,1,3,Networks|EgressCidrBlocks|Name,4,0
AWS::MediaConnect::RouterInput,MediaConnect,10,20,5,RoutingScope|Configuration|Tier|MaximumBitrate|Name,30,0
AWS::MediaConnect::RouterNetworkInterface,MediaConnect,4,4,2,Configuration|Name,8,0
AWS::MediaConnect::RouterOutput,MediaConnect,9,17,5,RoutingScope|Configuration|Tier|MaximumBitrate|Name,26,0
AWS::MediaConvert::JobTemplate,MediaConvert,10,2,1,SettingsJson,12,0
AWS::MediaConvert::Preset,MediaConvert,5,0,1,SettingsJson,5,0
AWS::MediaConvert::Queue,MediaConvert,6,0,0,,6,0
AWS::MediaLive::Channel,MediaLive,18,187,0,,205,0
AWS::MediaLive::ChannelPlacementGroup,MediaLive,4,1,0,,5,0
AWS::MediaLive::CloudWatchAlarmTemplate,MediaLive,13,0,9,TargetResourceType|ComparisonOperator|TreatMissingData|Period|EvaluationPeriods|Name|MetricName|Statistic|Threshold,13,0
AWS::MediaLive::CloudWatchAlarmTemplateGroup,MediaLive,3,0,1,Name,3,0
AWS::MediaLive::Cluster,MediaLive,5,3,0,,8,0
AWS::MediaLive::EventBridgeRuleTemplate,MediaLive,6,1,2,EventType|Name,7,0
AWS::MediaLive::EventBridgeRuleTemplateGroup,MediaLive,3,0,1,Name,3,0
AWS::MediaLive::Input,MediaLive,16,23,0,,39,0
AWS::MediaLive::InputSecurityGroup,MediaLive,2,1,0,,3,0
AWS::MediaLive::Multiplex,MediaLive,5,4,3,MultiplexSettings|AvailabilityZones|Name,9,0
AWS::MediaLive::Multiplexprogram,MediaLive,6,6,0,,12,0
AWS::MediaLive::Network,MediaLive,4,3,2,IpPools|Name,7,0
AWS::MediaLive::SdiSource,MediaLive,4,1,2,Type|Name,5,0
AWS::MediaLive::SignalMap,MediaLive,7,4,2,DiscoveryEntryPointArn|Name,11,0
AWS::MediaPackage::Asset,MediaPackage,7,1,4,SourceArn|Id|PackagingGroupId|SourceRoleArn,8,0
AWS::MediaPackage::Channel,MediaPackage,6,3,1,Id,9,0
AWS::MediaPackage::OriginEndpoint,MediaPackage,14,13,2,ChannelId|Id,27,0
AWS::MediaPackage::PackagingConfiguration,MediaPackage,7,14,2,Id|PackagingGroupId,21,0
AWS::MediaPackage::PackagingGroup,MediaPackage,4,2,1,Id,6,0
AWS::MediaPackageV2::Channel,MediaPackageV2,7,3,2,ChannelName|ChannelGroupName,10,0
AWS::MediaPackageV2::ChannelGroup,MediaPackageV2,3,0,1,ChannelGroupName,3,0
AWS::MediaPackageV2::ChannelPolicy,MediaPackageV2,3,0,3,Policy|ChannelName|ChannelGroupName,3,0
AWS::MediaPackageV2::OriginEndpoint,MediaPackageV2,13,23,4,ContainerType|ChannelName|OriginEndpointName|ChannelGroupName,36,0
AWS::MediaPackageV2::OriginEndpointPolicy,MediaPackageV2,5,1,4,Policy|ChannelName|OriginEndpointName|ChannelGroupName,6,0
AWS::MediaStore::Container,MediaStore,7,3,1,ContainerName,10,0
AWS::MediaTailor::Channel,MediaTailor,9,6,3,ChannelName|Outputs|PlaybackMode,15,0
AWS::MediaTailor::ChannelPolicy,MediaTailor,2,0,2,Policy|ChannelName,2,0
AWS::MediaTailor::LiveSource,MediaTailor,4,1,3,LiveSourceName|SourceLocationName|HttpPackageConfigurations,5,0
AWS::MediaTailor::PlaybackConfiguration,MediaTailor,19,14,3,VideoContentSourceUrl|Name|AdDecisionServerUrl,33,0
AWS::MediaTailor::SourceLocation,MediaTailor,6,5,2,SourceLocationName|HttpConfiguration,11,0
AWS::MediaTailor::VodSource,MediaTailor,4,1,3,VodSourceName|SourceLocationName|HttpPackageConfigurations,5,0
AWS::MemoryDB::ACL,MemoryDB,3,0,1,ACLName,3,0
AWS::MemoryDB::Cluster,MemoryDB,29,1,3,ACLName|ClusterName|NodeType,30,0
AWS::MemoryDB::MultiRegionCluster,MemoryDB,10,0,1,NodeType,10,0
AWS::MemoryDB::ParameterGroup,MemoryDB,5,0,2,ParameterGroupName|Family,5,0
AWS::MemoryDB::SubnetGroup,MemoryDB,4,0,2,SubnetGroupName|SubnetIds,4,0
AWS::MemoryDB::User,MemoryDB,4,1,1,UserName,5,0
AWS::Neptune::DBCluster,Neptune,25,2,0,,27,0
AWS::Neptune::DBClusterParameterGroup,Neptune,5,0,3,Description|Parameters|Family,5,0
AWS::Neptune::DBInstance,Neptune,11,0,1,DBInstanceClass,11,0
AWS::Neptune::DBParameterGroup,Neptune,5,0,3,Description|Parameters|Family,5,0
AWS::Neptune::DBSubnetGroup,Neptune,4,0,2,DBSubnetGroupDescription|SubnetIds,4,0
AWS::Neptune::EventSubscription,Neptune,7,0,1,SnsTopicArn,7,0
AWS::NeptuneGraph::Graph,NeptuneGraph,7,1,1,ProvisionedMemory,8,0
AWS::NeptuneGraph::PrivateGraphEndpoint,NeptuneGraph,4,0,2,VpcId|GraphIdentifier,4,0
AWS::NetworkFirewall::Firewall,NetworkFirewall,13,2,2,FirewallPolicyArn|FirewallName,15,0
AWS::NetworkFirewall::FirewallPolicy,NetworkFirewall,4,12,2,FirewallPolicyName|FirewallPolicy,16,0
AWS::NetworkFirewall::LoggingConfiguration,NetworkFirewall,4,2,2,FirewallArn|LoggingConfiguration,6,0
AWS::NetworkFirewall::RuleGroup,NetworkFirewall,7,24,3,Type|Capacity|RuleGroupName,31,0
AWS::NetworkFirewall::TLSInspectionConfiguration,NetworkFirewall,4,7,2,TLSInspectionConfigurationName|TLSInspectionConfiguration,11,0
AWS::NetworkFirewall::VpcEndpointAssociation,NetworkFirewall,5,1,3,SubnetMapping|VpcId|FirewallArn,6,0
AWS::NetworkManager::ConnectAttachment,NetworkManager,9,3,4,Options|TransportAttachmentId|CoreNetworkId|EdgeLocation,12,0
AWS::NetworkManager::ConnectPeer,NetworkManager,7,3,2,ConnectAttachmentId|PeerAddress,10,0
AWS::NetworkManager::CoreNetwork,NetworkManager,4,4,1,GlobalNetworkId,8,0
AWS::NetworkManager::CoreNetworkPrefixListAssociation,NetworkManager,3,0,3,CoreNetworkId|PrefixListArn|PrefixListAlias,3,0
AWS::NetworkManager::CustomerGatewayAssociation,NetworkManager,4,0,3,GlobalNetworkId|DeviceId|CustomerGatewayArn,4,0
AWS::NetworkManager::Device,NetworkManager,10,2,1,GlobalNetworkId,12,0
AWS::NetworkManager::DirectConnectGatewayAttachment,NetworkManager,7,2,3,CoreNetworkId|EdgeLocations|DirectConnectGatewayArn,9,0
AWS::NetworkManager::GlobalNetwork,NetworkManager,4,0,0,,4,0
AWS::NetworkManager::Link,NetworkManager,7,1,3,SiteId|GlobalNetworkId|Bandwidth,8,0
AWS::NetworkManager::LinkAssociation,NetworkManager,3,0,3,GlobalNetworkId|DeviceId|LinkId,3,0
AWS::NetworkManager::Site,NetworkManager,4,1,1,GlobalNetworkId,5,0
AWS::NetworkManager::SiteToSiteVpnAttachment,NetworkManager,7,2,2,CoreNetworkId|VpnConnectionArn,9,0
AWS::NetworkManager::TransitGatewayPeering,NetworkManager,3,0,2,CoreNetworkId|TransitGatewayArn,3,0
AWS::NetworkManager::TransitGatewayRegistration,NetworkManager,2,0,2,GlobalNetworkId|TransitGatewayArn,2,0
AWS::NetworkManager::TransitGatewayRouteTableAttachment,NetworkManager,7,2,2,TransitGatewayRouteTableArn|PeeringId,9,0
AWS::NetworkManager::VpcAttachment,NetworkManager,8,3,3,SubnetArns|CoreNetworkId|VpcArn,11,0
AWS::Notifications::ChannelAssociation,Notifications,2,0,2,NotificationConfigurationArn|Arn,2,0
AWS::Notifications::EventRule,Notifications,5,1,4,EventType|NotificationConfigurationArn|Regions|Source,6,0
AWS::Notifications::ManagedNotificationAccountContactAssociation,Notifications,2,0,2,ContactIdentifier|ManagedNotificationConfigurationArn,2,0
AWS::Notifications::ManagedNotificationAdditionalChannelAssociation,Notifications,2,0,2,ChannelArn|ManagedNotificationConfigurationArn,2,0
AWS::Notifications::NotificationConfiguration,Notifications,4,0,2,Description|Name,4,0
AWS::Notifications::NotificationHub,Notifications,1,1,1,Region,2,0
AWS::Notifications::OrganizationalUnitAssociation,Notifications,2,0,2,OrganizationalUnitId|NotificationConfigurationArn,2,0
AWS::NotificationsContacts::EmailContact,NotificationsContacts,3,1,2,EmailAddress|Name,4,0
AWS::NovaAct::WorkflowDefinition,NovaAct,3,1,1,Name,4,0
AWS::ODB::CloudAutonomousVmCluster,ODB,17,2,0,,19,0
AWS::ODB::CloudExadataInfrastructure,ODB,11,2,0,,13,0
AWS::ODB::CloudVmCluster,ODB,22,3,0,,25,0
AWS::ODB::OdbNetwork,ODB,17,8,0,,25,0
AWS::ODB::OdbPeeringConnection,ODB,6,0,0,,6,0
AWS::OSIS::Pipeline,OSIS,11,8,4,PipelineConfigurationBody|MinUnits|PipelineName|MaxUnits,19,0
AWS::Oam::Link,Oam,5,2,2,SinkIdentifier|ResourceTypes,7,0
AWS::Oam::Sink,Oam,3,0,1,Name,3,0
AWS::ObservabilityAdmin::OrganizationCentralizationRule,ObservabilityAdmin,3,8,2,Rule|RuleName,11,0
AWS::ObservabilityAdmin::OrganizationTelemetryRule,ObservabilityAdmin,3,15,2,Rule|RuleName,18,0
AWS::ObservabilityAdmin::S3TableIntegration,ObservabilityAdmin,4,2,2,Encryption|RoleArn,6,0
AWS::ObservabilityAdmin::TelemetryEnrichment,ObservabilityAdmin,1,0,0,,1,0
AWS::ObservabilityAdmin::TelemetryPipelines,ObservabilityAdmin,3,3,1,Configuration,6,0
AWS::ObservabilityAdmin::TelemetryRule,ObservabilityAdmin,3,16,2,Rule|RuleName,19,0
AWS::Omics::AnnotationStore,Omics,7,4,2,StoreFormat|Name,11,0
AWS::Omics::Configuration,Omics,4,2,2,RunConfigurations|Name,6,0
AWS::Omics::ReferenceStore,Omics,4,1,1,Name,5,0
AWS::Omics::RunGroup,Omics,6,0,0,,6,0
AWS::Omics::SequenceStore,Omics,9,1,1,Name,10,0
AWS::Omics::VariantStore,Omics,5,2,2,Reference|Name,7,0
AWS::Omics::Workflow,Omics,18,6,0,,24,0
AWS::Omics::WorkflowVersion,Omics,19,6,2,WorkflowId|VersionName,25,0
AWS::OpenSearchServerless::AccessPolicy,OpenSearchServerless,4,0,3,Policy|Type|Name,4,0
AWS::OpenSearchServerless::Collection,OpenSearchServerless,8,3,1,Name,11,0
AWS::OpenSearchServerless::CollectionGroup,OpenSearchServerless,5,1,2,StandbyReplicas|Name,6,0
AWS::OpenSearchServerless::Index,OpenSearchServerless,4,6,2,IndexName|CollectionEndpoint,10,0
AWS::OpenSearchServerless::LifecyclePolicy,OpenSearchServerless,4,0,3,Policy|Type|Name,4,0
AWS::OpenSearchServerless::SecurityConfig,OpenSearchServerless,6,3,0,,9,0
AWS::OpenSearchServerless::SecurityPolicy,OpenSearchServerless,4,0,3,Policy|Type|Name,4,0
AWS::OpenSearchServerless::VpcEndpoint,OpenSearchServerless,4,0,3,VpcId|SubnetIds|Name,4,0
AWS::OpenSearchService::Application,OpenSearchService,7,3,1,Name,10,0
AWS::OpenSearchService::Domain,OpenSearchService,22,29,0,,51,0
AWS::OpsWorks::App,OpsWorks,12,4,3,Name|StackId|Type,16,0
AWS::OpsWorks::ElasticLoadBalancerAttachment,OpsWorks,2,0,2,ElasticLoadBalancerName|LayerId,2,0
AWS::OpsWorks::Instance,OpsWorks,21,3,3,InstanceType|LayerIds|StackId,24,0
AWS::OpsWorks::Layer,OpsWorks,19,6,7,AutoAssignElasticIps|AutoAssignPublicIps|EnableAutoHealing|Name|Shortname|StackId|Type,25,0
AWS::OpsWorks::Stack,OpsWorks,25,5,3,DefaultInstanceProfileArn|Name|ServiceRoleArn,30,0
AWS::OpsWorks::UserProfile,OpsWorks,4,0,1,IamUserArn,4,0
AWS::OpsWorks::Volume,OpsWorks,4,0,2,Ec2VolumeId|StackId,4,0
AWS::Organizations::Account,Organizations,5,0,2,Email|AccountName,5,0
AWS::Organizations::Organization,Organizations,1,0,0,,1,0
AWS::Organizations::OrganizationalUnit,Organizations,3,0,2,ParentId|Name,3,0
AWS::Organizations::Policy,Organizations,6,0,3,Type|Content|Name,6,0
AWS::Organizations::ResourcePolicy,Organizations,2,0,1,Content,2,0
AWS::PCAConnectorAD::Connector,PCAConnectorAD,4,1,3,CertificateAuthorityArn|DirectoryId|VpcInformation,5,0
AWS::PCAConnectorAD::DirectoryRegistration,PCAConnectorAD,2,0,1,DirectoryId,2,0
AWS::PCAConnectorAD::ServicePrincipalName,PCAConnectorAD,2,0,0,,2,0
AWS::PCAConnectorAD::Template,PCAConnectorAD,5,30,3,ConnectorArn|Definition|Name,35,0
AWS::PCAConnectorAD::TemplateGroupAccessControlEntry,PCAConnectorAD,4,1,2,AccessRights|GroupDisplayName,5,0
AWS::PCAConnectorSCEP::Challenge,PCAConnectorSCEP,2,0,1,ConnectorArn,2,0
AWS::PCAConnectorSCEP::Connector,PCAConnectorSCEP,4,3,1,CertificateAuthorityArn,7,0
AWS::PCS::Cluster,PCS,6,13,3,Networking|Scheduler|Size,19,0
AWS::PCS::ComputeNodeGroup,PCS,12,7,6,ClusterId|ScalingConfiguration|InstanceConfigs|CustomLaunchTemplate|SubnetIds|IamInstanceProfileArn,19,0
AWS::PCS::Queue,PCS,5,4,1,ClusterId,9,0
AWS::Panorama::ApplicationInstance,Panorama,8,2,2,DefaultRuntimeContextDevice|ManifestPayload,10,0
AWS::Panorama::Package,Panorama,3,1,1,PackageName,4,0
AWS::Panorama::PackageVersion,Panorama,6,0,3,PatchVersion|PackageId|PackageVersion,6,0
AWS::PaymentCryptography::Alias,PaymentCryptography,2,0,1,AliasName,2,0
AWS::PaymentCryptography::Key,PaymentCryptography,7,3,2,Exportable|KeyAttributes,10,0
AWS::Personalize::Dataset,Personalize,5,2,4,DatasetGroupArn|DatasetType|SchemaArn|Name,7,0
AWS::Personalize::DatasetGroup,Personalize,4,0,1,Name,4,0
AWS::Personalize::Schema,Personalize,3,0,2,Schema|Name,3,0
AWS::Personalize::Solution,Personalize,7,9,2,DatasetGroupArn|Name,16,0
AWS::Pinpoint::ADMChannel,Pinpoint,4,0,3,ClientSecret|ClientId|ApplicationId,4,0
AWS::Pinpoint::APNSChannel,Pinpoint,9,0,1,ApplicationId,9,0
AWS::Pinpoint::APNSSandboxChannel,Pinpoint,9,0,1,ApplicationId,9,0
AWS::Pinpoint::APNSVoipChannel,Pinpoint,9,0,1,ApplicationId,9,0
AWS::Pinpoint::APNSVoipSandboxChannel,Pinpoint,9,0,1,ApplicationId,9,0
AWS::Pinpoint::App,Pinpoint,2,0,1,Name,2,0
AWS::Pinpoint::ApplicationSettings,Pinpoint,5,3,1,ApplicationId,8,0
AWS::Pinpoint::BaiduChannel,Pinpoint,4,0,3,SecretKey|ApiKey|ApplicationId,4,0
AWS::Pinpoint::Campaign,Pinpoint,18,25,4,SegmentId|Name|Schedule|ApplicationId,43,0
AWS::Pinpoint::EmailChannel,Pinpoint,7,0,3,FromAddress|ApplicationId|Identity,7,0
AWS::Pinpoint::EmailTemplate,Pinpoint,7,0,2,TemplateName|Subject,7,0
AWS::Pinpoint::EventStream,Pinpoint,3,0,3,ApplicationId|DestinationStreamArn|RoleArn,3,0
AWS::Pinpoint::GCMChannel,Pinpoint,5,0,1,ApplicationId,5,0
AWS::Pinpoint::InAppTemplate,Pinpoint,6,6,1,TemplateName,12,0
AWS::Pinpoint::PushTemplate,Pinpoint,9,3,1,TemplateName,12,0
AWS::Pinpoint::SMSChannel,Pinpoint,4,0,1,ApplicationId,4,0
AWS::Pinpoint::Segment,Pinpoint,5,12,2,ApplicationId|Name,17,0
AWS::Pinpoint::SmsTemplate,Pinpoint,5,0,2,TemplateName|Body,5,0
AWS::Pinpoint::VoiceChannel,Pinpoint,2,0,1,ApplicationId,2,0
AWS::PinpointEmail::ConfigurationSet,PinpointEmail,6,5,1,Name,11,0
AWS::PinpointEmail::ConfigurationSetEventDestination,PinpointEmail,3,6,2,EventDestinationName|ConfigurationSetName,9,0
AWS::PinpointEmail::DedicatedIpPool,PinpointEmail,2,1,0,,3,0
AWS::PinpointEmail::Identity,PinpointEmail,5,2,1,Name,7,0
AWS::Pipes::Pipe,Pipes,13,57,3,RoleArn|Source|Target,70,0
AWS::Proton::EnvironmentAccountConnection,Proton,7,0,0,,7,0
AWS::Proton::EnvironmentTemplate,Proton,6,0,0,,6,0
AWS::Proton::ServiceTemplate,Proton,6,0,0,,6,0
AWS::QBusiness::Application,QBusiness,14,6,1,DisplayName,20,0
AWS::QBusiness::DataAccessor,QBusiness,6,8,4,DisplayName|ActionConfigurations|ApplicationId|Principal,14,0
AWS::QBusiness::DataSource,QBusiness,11,11,4,IndexId|Configuration|DisplayName|ApplicationId,22,0
AWS::QBusiness::Index,QBusiness,7,4,2,DisplayName|ApplicationId,11,0
AWS::QBusiness::Permission,QBusiness,5,1,4,Actions|StatementId|ApplicationId|Principal,6,0
AWS::QBusiness::Plugin,QBusiness,8,6,3,Type|DisplayName|AuthConfiguration,14,0
AWS::QBusiness::Retriever,QBusiness,6,3,4,Type|Configuration|DisplayName|ApplicationId,9,0
AWS::QBusiness::WebExperience,QBusiness,11,5,1,ApplicationId,16,0
AWS::QLDB::Ledger,QLDB,5,0,1,PermissionsMode,5,0
AWS::QLDB::Stream,QLDB,7,1,5,InclusiveStartTime|StreamName|KinesisConfiguration|LedgerName|RoleArn,8,0
AWS::QuickSight::ActionConnector,QuickSight,9,13,4,Type|ActionConnectorId|AwsAccountId|Name,22,0
AWS::QuickSight::Analysis,QuickSight,14,555,3,Name|AnalysisId|AwsAccountId,569,0
AWS::QuickSight::CustomPermissions,QuickSight,4,1,2,CustomPermissionsName|AwsAccountId,5,0
AWS::QuickSight::Dashboard,QuickSight,15,574,3,DashboardId|Name|AwsAccountId,589,0
AWS::QuickSight::DataSet,QuickSight,19,88,0,,107,0
AWS::QuickSight::DataSource,QuickSight,13,33,2,Name|Type,46,0
AWS::QuickSight::Folder,QuickSight,8,1,0,,9,0
AWS::QuickSight::RefreshSchedule,QuickSight,3,3,0,,6,0
AWS::QuickSight::Template,QuickSight,9,519,2,AwsAccountId|TemplateId,528,0
AWS::QuickSight::Theme,QuickSight,8,14,5,ThemeId|Configuration|BaseThemeId|AwsAccountId|Name,22,0
AWS::QuickSight::Topic,QuickSight,10,27,0,,37,0
AWS::QuickSight::VPCConnection,QuickSight,9,1,0,,10,0
AWS::RAM::Permission,RAM,4,0,3,ResourceType|PolicyTemplate|Name,4,0
