row_number,ground_truth_path,run_id,status,final_validation_passed,iterations_used,llm_calls_total,token_all_tokens,token_input_tokens,token_output_tokens,token_prompt_tokens,token_completion_tokens,scenario_policy_pass_rate,filtered_compliance_rate,unfiltered_compliance_rate,duration_seconds,error_message,error_traceback,policy_total_policies,policy_passed_policies,final_template,deploy_target,deploy_passed,deploy_stack_id,deploy_error_message,deploy_logs,deploy_duration_seconds,deploy_failed_resources,deploy_completed_resources,total_yaml_errors,total_cfn_lint_errors,total_security_errors,all_yaml_errors,all_cfn_lint_errors,all_security_errors,latest_error_yaml,latest_error_cfn-lint,latest_error_trivy,val_stage_yaml_passed,val_stage_cfn-lint_passed,val_stage_trivy_passed
118,Data\groud_truth\template\EventBridge_Pipes_with_API_destinations.yaml,20260505_012857_91715da4,ok,True,9,16,65112,0,0,14216,50896,1.0,1.0,1.0,1165.885,,,0.0,0.0,"AWSTemplateFormatVersion: '2010-09-09'
Description: EventBridge Pipes workflow to enrich SQS messages with external API data and log results.

Resources:
  EnrichmentQueue:
    Type: AWS::SQS::Queue
    DeletionPolicy: Retain
    UpdateReplacePolicy: Retain
    Properties:
      QueueName: !Sub ""${AWS::StackName}-EnrichmentQueue""

  EnrichedLogGroup:
    Type: AWS::Logs::LogGroup
    DeletionPolicy: Retain
    UpdateReplacePolicy: Retain
    Properties:
      LogGroupName: !Sub ""/aws/pipes/${AWS::StackName}-EnrichedEvents""
      RetentionInDays: 30

  LambdaExecutionRole:
    Type: AWS::IAM::Role
    Properties:
      RoleName: !Sub ""${AWS::StackName}-LambdaExecutionRole""
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: lambda.amazonaws.com
            Action: sts:AssumeRole
      ManagedPolicyArns:
        - arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole

  EnrichmentLambda:
    Type: AWS::Lambda::Function
    Properties:
      FunctionName: !Sub ""${AWS::StackName}-EnrichmentLambda""
      Runtime: python3.12
      Handler: index.enrich
      Role: !GetAtt LambdaExecutionRole.Arn
      Code:
        ZipFile: |
          import json
          import urllib.request
          import datetime

          def enrich(event, context):
            try:
              zipcode = event['body']
              url = f""https://api.zippopotam.us/us/{zipcode}""
              with urllib.request.urlopen(url) as response:
                api_response = json.loads(response.read().decode())
              enriched_body = {
                ""zipcode"": zipcode,
                ""location"": api_response,
                ""enrichedAt"": datetime.datetime.now().isoformat()
              }
              event['body'] = json.dumps(enriched_body)
              return event
            except Exception as e:
              print(f""Enrichment failed: {str(e)}"")
              return event

  PipesExecutionRole:
    Type: AWS::IAM::Role
    Properties:
      RoleName: !Sub ""${AWS::StackName}-PipesExecutionRole""
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: pipes.amazonaws.com
            Action: sts:AssumeRole
      Policies:
        - PolicyName: SQSAccessPolicy
          PolicyDocument:
            Version: '2012-10-17'
            Statement:
              - Effect: Allow
                Action:
                  - sqs:ReceiveMessage
                  - sqs:DeleteMessage
                  - sqs:GetQueueAttributes
                  - sqs:ChangeMessageVisibility
                Resource: !GetAtt EnrichmentQueue.Arn
        - PolicyName: LambdaInvokePolicy
          PolicyDocument:
            Version: '2012-10-17'
            Statement:
              - Effect: Allow
                Action:
                  - lambda:InvokeFunction
                Resource: !GetAtt EnrichmentLambda.Arn
        - PolicyName: CloudWatchLogsPolicy
          PolicyDocument:
            Version: '2012-10-17'
            Statement:
              - Effect: Allow
                Action:
                  - logs:CreateLogStream
                  - logs:PutLogEvents
                Resource: !Sub ""${EnrichedLogGroup.Arn}:*""

  EnrichmentPipe:
    Type: AWS::Pipes::Pipe
    Properties:
      Name: !Sub ""${AWS::StackName}-EnrichmentPipe""
      RoleArn: !GetAtt PipesExecutionRole.Arn
      Source: !GetAtt EnrichmentQueue.Arn
      SourceParameters:
        SqsQueueParameters:
          BatchSize: 1
          MaximumBatchingWindowInSeconds: 1
      Enrichment: !GetAtt EnrichmentLambda.Arn
      Target: !GetAtt EnrichedLogGroup.Arn

Outputs:
  EnrichmentQueueUrl:
    Description: URL of the SQS queue for sending messages to enrich
    Value: !Ref EnrichmentQueue
  EnrichmentPipeArn:
    Description: ARN of the EventBridge Pipe for enrichment workflow
    Value: !Ref EnrichmentPipe
  EnrichmentLambdaArn:
    Description: ARN of the Lambda function for message enrichment
    Value: !GetAtt EnrichmentLambda.Arn
  EnrichedLogGroupName:
    Description: Name of the CloudWatch Log Group for enriched events
    Value: !Ref EnrichedLogGroup",aws,True,arn:aws:cloudformation:us-east-1:649872913223:stack/iac-god-eval-1d02ef9a/557c5fa0-47d0-11f1-88e4-125b701b7a9b,None,"[""Creating stack 'iac-god-eval-1d02ef9a' on aws"", 'iac-god-eval-1d02ef9a: CREATE_IN_PROGRESS - User Initiated', 'EnrichmentQueue: CREATE_IN_PROGRESS - N/A', 'LambdaExecutionRole: CREATE_IN_PROGRESS - N/A', 'EnrichedLogGroup: CREATE_IN_PROGRESS - N/A', 'EnrichedLogGroup: CREATE_IN_PROGRESS - Resource creation Initiated', 'EnrichmentQueue: CREATE_IN_PROGRESS - Resource creation Initiated', 'LambdaExecutionRole: CREATE_IN_PROGRESS - Resource creation Initiated', 'EnrichmentQueue: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'EnrichedLogGroup: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'EnrichedLogGroup: CREATE_COMPLETE - N/A', 'LambdaExecutionRole: CREATE_COMPLETE - N/A', 'EnrichmentLambda: CREATE_IN_PROGRESS - N/A', 'EnrichmentLambda: CREATE_IN_PROGRESS - Resource creation Initiated', 'EnrichmentLambda: CREATE_COMPLETE - N/A', 'EnrichmentQueue: CREATE_COMPLETE - N/A', 'PipesExecutionRole: CREATE_IN_PROGRESS - N/A', 'PipesExecutionRole: CREATE_IN_PROGRESS - Resource creation Initiated', 'PipesExecutionRole: CREATE_COMPLETE - N/A', 'EnrichmentPipe: CREATE_IN_PROGRESS - N/A', 'EnrichmentPipe: CREATE_IN_PROGRESS - Resource creation Initiated', 'EnrichmentPipe: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'iac-god-eval-1d02ef9a: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'EnrichmentPipe: CREATE_COMPLETE - N/A', 'iac-god-eval-1d02ef9a: CREATE_COMPLETE - N/A']",453.59,None,EnrichedLogGroup | LambdaExecutionRole | EnrichmentLambda | EnrichmentQueue | PipesExecutionRole | EnrichmentPipe | iac-god-eval-1d02ef9a,1.0,13.0,0.0,"[None] line 5, column 13: syntax error: could not find expected ':' (syntax)",[E3002] | line 115 | Resource: EnrichmentPipe | Additional properties are not allowed ('LogGroupName' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 117 | Resource: EnrichmentPipe | Additional properties are not allowed ('LambdaEnrichments' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 114 | Resource: EnrichmentPipe | Additional properties are not allowed ('LambdaEnrichments' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 133 | Resource: EnrichmentPipe | Additional properties are not allowed ('Enrichments' was unexpected. Did you mean 'Enrichment'?) | Making sure that resources properties are properly configured | [E3002] | line 138 | Resource: EnrichmentPipe | Additional properties are not allowed ('LogStreamNamePrefix' was unexpected. Did you mean 'LogStreamName'?) | Making sure that resources properties are properly configured | [E3002] | line 137 | Resource: EnrichmentPipe | Additional properties are not allowed ('LogGroupName' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 131 | Resource: EnrichmentPipe | Additional properties are not allowed ('LambdaEnrichments' was unexpected) | Making sure that resources properties are properly configured | [E0000] | line 6 | could not find expected ':' | Checks for JSON/YAML formatting errors in your template | [W3005] | line 30 | Resource: EnrichmentLambda | 'LambdaExecutionRole' dependency already enforced by a 'GetAtt' at 'Resources/EnrichmentLambda/Properties/Role' | Check if DependsOn is specified if not needed. A Ref or a Fn::GetAtt already is an implicit dependency. | [W3005] | line 120 | Resource: EnrichmentPipe | 'PipesExecutionRole' dependency already enforced by a 'GetAtt' at 'Resources/EnrichmentPipe/Properties/RoleArn' | Check if DependsOn is specified if not needed. A Ref or a Fn::GetAtt already is an implicit dependency. | [W3005] | line 121 | Resource: EnrichmentPipe | 'EnrichmentLambda' dependency already enforced by a 'GetAtt' at 'Resources/EnrichmentPipe/Properties/EnrichmentParameters/LambdaEnrichments/0/FunctionArn' | Check if DependsOn is specified if not needed. A Ref or a Fn::GetAtt already is an implicit dependency. | [E3002] | line 134 | Resource: EnrichmentPipe | Additional properties are not allowed ('LambdaEnrichments' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 138 | Resource: EnrichmentPipe | Additional properties are not allowed ('LogGroupName' was unexpected) | Making sure that resources properties are properly configured,None,None,[W3005] | line 30 | Resource: EnrichmentLambda | 'LambdaExecutionRole' dependency already enforced by a 'GetAtt' at 'Resources/EnrichmentLambda/Properties/Role' | Check if DependsOn is specified if not needed. A Ref or a Fn::GetAtt already is an implicit dependency. | [W3005] | line 120 | Resource: EnrichmentPipe | 'PipesExecutionRole' dependency already enforced by a 'GetAtt' at 'Resources/EnrichmentPipe/Properties/RoleArn' | Check if DependsOn is specified if not needed. A Ref or a Fn::GetAtt already is an implicit dependency. | [W3005] | line 121 | Resource: EnrichmentPipe | 'EnrichmentLambda' dependency already enforced by a 'GetAtt' at 'Resources/EnrichmentPipe/Properties/EnrichmentParameters/LambdaEnrichments/0/FunctionArn' | Check if DependsOn is specified if not needed. A Ref or a Fn::GetAtt already is an implicit dependency. | [E3002] | line 134 | Resource: EnrichmentPipe | Additional properties are not allowed ('LambdaEnrichments' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 138 | Resource: EnrichmentPipe | Additional properties are not allowed ('LogGroupName' was unexpected) | Making sure that resources properties are properly configured,,True,True,
119,Data\groud_truth\template\event-kinesis.yaml,20260429_154717_de774748,ok,True,2,5,20001,0,0,10517,9484,1.0,1.0,1.0,103.106,,,,,,,,,,,,,,,,,,,,,,,,,
120,Data\groud_truth\template\sqs-pipes-batch-service.yaml,20260429_154900_4231fa1a,ok,True,8,23,339723,0,0,245411,94312,1.0,1.0,1.0,846.321,,,,,,,,,,,,,,,,,,,,,,,,,
121,Data\groud_truth\template\eventbridge-schedule-to-ssm.yaml,20260429_160307_c0a4d1bd,ok,False,15,44,878181,0,0,716697,161484,1.0,1.0,1.0,1422.719,,,,,,,,,,,,,,,,,,,,,,,,,
122,Data\groud_truth\template\ShopifyAPIDestination.yaml,20260429_170910_5e7d1f33,ok,True,10,29,221938,0,0,170286,51652,1.0,1.0,1.0,661.182,,,,,,,,,,,,,,,,,,,,,,,,,
123,Data\groud_truth\template\stripe.yaml,20260429_172011_daafd102,ok,False,15,44,439528,0,0,317173,122355,1.0,1.0,1.0,1339.188,,,,,,,,,,,,,,,,,,,,,,,,,
124,Data\groud_truth\template\api_with_dynamoDB.yaml,20260429_174231_1aaf523d,ok,True,3,8,71204,0,0,42812,28392,1.0,1.0,1.0,272.673,,,,,,,,,,,,,,,,,,,,,,,,,
125,Data\groud_truth\template\apigateway_ses.yaml,20260429_174703_7a7df083,ok,True,6,17,176414,0,0,117507,58907,1.0,1.0,1.0,569.17,,,,,,,,,,,,,,,,,,,,,,,,,
126,Data\groud_truth\template\apigateway_kinesis.yaml,20260429_175632_3d5154d8,ok,True,2,5,57473,0,0,29136,28337,1.0,1.0,1.0,272.334,,,,,,,,,,,,,,,,,,,,,,,,,
127,Data\groud_truth\template\efs_easy.yaml,20260429_180105_fd315119,ok,True,5,14,95593,0,0,66222,29371,1.0,1.0,1.0,362.629,,,,,,,,,,,,,,,,,,,,,,,,,
128,Data\groud_truth\template\securityhub-controls.yaml,20260429_180707_def79b6b,ok,True,4,11,73778,0,0,41091,32687,1.0,1.0,1.0,382.209,,,,,,,,,,,,,,,,,,,,,,,,,
129,Data\groud_truth\template\config.yaml,20260429_181330_d096e00f,ok,False,15,44,894508,0,0,705221,189287,1.0,1.0,1.0,1691.651,,,,,,,,,,,,,,,,,,,,,,,,,
130,Data\groud_truth\template\account-password-policy.yaml,20260429_184141_754b8e8e,ok,True,4,11,76587,0,0,43078,33509,1.0,1.0,1.0,335.821,,,,,,,,,,,,,,,,,,,,,,,,,
131,Data\groud_truth\template\alert.yaml,20260429_184717_120eba91,ok,True,6,17,145431,0,0,101702,43729,1.0,1.0,1.0,506.164,,,,,,,,,,,,,,,,,,,,,,,,,
132,Data\groud_truth\template\batch-demo.template.yaml,20260429_185543_f9341707,ok,True,5,14,170720,0,0,120999,49721,1.0,1.0,1.0,476.18,,,,,,,,,,,,,,,,,,,,,,,,,
133,Data\groud_truth\template\arch7-lab1.template.yaml,20260429_190340_5d908f80,ok,True,3,8,55100,0,0,36152,18948,1.0,1.0,1.0,229.101,,,,,,,,,,,,,,,,,,,,,,,,,
134,Data\groud_truth\template\lambda-demo.yaml,20260429_190729_e0329ca5,ok,True,2,5,10928,0,0,7558,3370,1.0,1.0,1.0,124.322,,,,,,,,,,,,,,,,,,,,,,,,,
135,Data\groud_truth\template\cloudfront-demo-api.yaml,20260429_190933_5f702cfe,ok,True,5,14,78955,0,0,47648,31307,1.0,1.0,1.0,328.099,,,,,,,,,,,,,,,,,,,,,,,,,
136,Data\groud_truth\template\permission-boundary-demo.yaml,20260429_191501_54e4b1e5,ok,True,2,5,56261,0,0,31285,24976,1.0,1.0,1.0,240.364,,,,,,,,,,,,,,,,,,,,,,,,,
137,Data\groud_truth\template\appsync-demo.yaml,20260429_191902_483708d4,ok,True,12,35,470131,0,0,362301,107830,1.0,1.0,1.0,1201.229,,,,,,,,,,,,,,,,,,,,,,,,,
138,Data\groud_truth\template\arch-lab1-demo.yaml,20260503_163359_cdbad8be,ok,True,12,22,253565,0,0,171153,82412,1.0,1.0,1.0,1003.024,,,0.0,0.0,"AWSTemplateFormatVersion: '2010-09-09'
Description: Deploys a production-ready web application environment with EC2, S3, and DynamoDB integration.

Resources:
  VPC:
    Type: AWS::EC2::VPC
    Properties:
      CidrBlock: 10.0.0.0/16
      EnableDnsHostnames: true
      EnableDnsSupport: true
      Tags:
        - Key: Name
          Value: !Sub ""${AWS::StackName}-vpc""",localstack,True,arn:aws:cloudformation:us-east-1:000000000000:stack/iac-god-eval-4e96693e/5e8168f8-24d0-4685-a9af-f44541b321e5,None,"[""Creating stack 'iac-god-eval-4e96693e' on localstack"", 'iac-god-eval-4e96693e: CREATE_IN_PROGRESS - N/A', 'VPC: CREATE_IN_PROGRESS - N/A', 'VPC: CREATE_COMPLETE - N/A', 'iac-god-eval-4e96693e: CREATE_COMPLETE - N/A']",9.48,None,VPC | iac-god-eval-4e96693e,0.0,6.0,0.0,None,"[E1001] | line 1 | 'Resources' is a required property | Making sure the basic CloudFormation template components are properly configured | See: https://github.com/aws-cloudformation/cfn-lint | [E1001] | line 1 | 'Resources' is a required property | Making sure the basic CloudFormation template components are properly configured | See: https://github.com/aws-cloudformation/cfn-lint | [W7001] | line 5 | Resource: RegionMap | Mapping 'RegionMap' is defined but not used | Making sure the mappings defined are used | See: https://github.com/aws-cloudformation/cfn-lint | [E1001] | line 1 | 'Resources' is a required property | Making sure the basic CloudFormation template components are properly configured | See: https://github.com/aws-cloudformation/cfn-lint | [E1001] | line 1 | 'Resources' is a required property | Making sure the basic CloudFormation template components are properly configured | See: https://github.com/aws-cloudformation/cfn-lint | [E3014] | line 5 | Resource: VPC | Only one of ['CidrBlock', 'Ipv4IpamPoolId'] is a required property | Make sure that Resources properties that are required exist. Along with other properties not being specified | See: https://github.com/aws-cloudformation/cfn-lint/blob/main/docs/cfn-schema-specification.md#requiredxor",None,None,"[E3014] | line 5 | Resource: VPC | Only one of ['CidrBlock', 'Ipv4IpamPoolId'] is a required property | Make sure that Resources properties that are required exist. Along with other properties not being specified | See: https://github.com/aws-cloudformation/cfn-lint/blob/main/docs/cfn-schema-specification.md#requiredxor",,True,True,
139,Data\groud_truth\template\custom-resource-example.yaml,20260503_165042_9d6402de,ok,True,3,3,16260,0,0,5507,10753,1.0,1.0,1.0,151.308,,,0.0,0.0,"AWSTemplateFormatVersion: '2010-09-09'
Description: Custom Resource for Math Operations with Failure Simulation

Parameters:
  FirstNumber:
    Type: Number
    Default: 5
    MinValue: 0
  SecondNumber:
    Type: Number
    Default: 3
    MinValue: 0
  Operator:
    Type: String
    Default: 'add'
    AllowedValues:
      - 'add'
      - 'subtract'
      - 'multiply'
      - 'divide'
  SimulateFailure:
    Type: String
    Default: 'false'
    AllowedValues:
      - 'true'
      - 'false'

Resources:
  LambdaExecutionRole:
    Type: AWS::IAM::Role
    Properties:
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: lambda.amazonaws.com
            Action: sts:AssumeRole
      ManagedPolicyArns:
        - arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole

  MathHelperLambda:
    Type: AWS::Lambda::Function
    Properties:
      Handler: index.handler
      Role: !GetAtt LambdaExecutionRole.Arn
      Runtime: python3.12
      Code:
        ZipFile: |
          import json
          import urllib.request

          def handler(event, context):
              def send_response(event, context, status, data=None, reason=None, physical_resource_id=None):
                  response_data = {
                      ""Status"": status,
                      ""Reason"": reason or f""See the details in CloudWatch Log Group: {context.log_group_name} Log Stream: {context.log_stream_name}"",
                      ""PhysicalResourceId"": physical_resource_id or event.get(""PhysicalResourceId"", ""default""),
                      ""StackId"": event[""StackId""],
                      ""RequestId"": event[""RequestId""],
                      ""LogicalResourceId"": event[""LogicalResourceId""]
                  }
                  if data is not None:
                      response_data[""Data""] = data
                  json_to_send = json.dumps(response_data).encode(""utf-8"")
                  headers = {
                      ""content-type"": """",
                      ""content-length"": str(len(json_to_send))
                  }
                  req = urllib.request.Request(event[""ResponseURL""], data=json_to_send, headers=headers, method=""PUT"")
                  with urllib.request.urlopen(req) as response:
                      print(str(response.read()))

              try:
                  resource_properties = event[""ResourceProperties""]
                  first_number = float(resource_properties[""FirstNumber""])
                  second_number = float(resource_properties[""SecondNumber""])
                  operator = resource_properties[""Operator""]
                  simulate_failure = resource_properties[""SimulateFailure""]

                  if simulate_failure == ""true"":
                      send_response(event, context, ""FAILED"", data={""Error"": ""Simulated failure""})
                      return

                  request_type = event[""RequestType""]

                  if request_type == ""Delete"":
                      physical_resource_id = event[""PhysicalResourceId""]
                      send_response(event, context, ""SUCCESS"", physical_resource_id=physical_resource_id)
                      return

                  stack_name = event[""StackId""].split(""/"")[1]
                  physical_resource_id = event.get(""PhysicalResourceId"", f""{stack_name}-helper"")

                  if operator == ""add"":
                      result = first_number + second_number
                  elif operator == ""subtract"":
                      result = first_number - second_number
                  elif operator == ""multiply"":
                      result = first_number * second_number
                  elif operator == ""divide"":
                      if second_number == 0:
                          send_response(event, context, ""FAILED"", data={""Error"": ""Division by zero""}, physical_resource_id=physical_resource_id)
                          return
                      result = first_number / second_number
                  else:
                      send_response(event, context, ""FAILED"", data={""Error"": f""Invalid operator: {operator}""}, physical_resource_id=physical_resource_id)
                      return

                  send_response(event, context, ""SUCCESS"", data={""Result"": str(result)}, physical_resource_id=physical_resource_id)

              except Exception as e:
                  send_response(event, context, ""FAILED"", reason=str(e))

  LambdaInvokePermission:
    Type: AWS::Lambda::Permission
    Properties:
      FunctionName: !Ref MathHelperLambda
      Action: lambda:InvokeFunction
      Principal: cloudformation.amazonaws.com
      SourceAccount: !Ref AWS::AccountId
      SourceArn: !Sub arn:aws:cloudformation:${AWS::Region}:${AWS::AccountId}:stack/${AWS::StackName}/*

  MathHelper:
    Type: AWS::CloudFormation::CustomResource
    Properties:
      ServiceToken: !GetAtt MathHelperLambda.Arn
      FirstNumber: !Ref FirstNumber
      SecondNumber: !Ref SecondNumber
      Operator: !Ref Operator
      SimulateFailure: !Ref SimulateFailure

Outputs:
  CalculationResult:
    Value: !GetAtt MathHelper.Result
  PhysicalResourceId:
    Value: !GetAtt MathHelper.PhysicalResourceId
  LambdaFunctionArn:
    Value: !Ref MathHelperLambda",localstack,True,arn:aws:cloudformation:us-east-1:000000000000:stack/iac-god-eval-5158769e/65246485-662d-43bd-82f8-e9792eb0c8bf,None,"[""Creating stack 'iac-god-eval-5158769e' on localstack"", 'iac-god-eval-5158769e: CREATE_IN_PROGRESS - N/A', 'LambdaExecutionRole: CREATE_IN_PROGRESS - N/A', 'LambdaExecutionRole: CREATE_COMPLETE - N/A', 'MathHelperLambda: CREATE_IN_PROGRESS - N/A', 'MathHelperLambda: CREATE_COMPLETE - N/A', 'LambdaInvokePermission: CREATE_IN_PROGRESS - N/A', 'LambdaInvokePermission: CREATE_COMPLETE - N/A', 'MathHelper: CREATE_IN_PROGRESS - N/A', 'MathHelper: CREATE_COMPLETE - N/A', 'iac-god-eval-5158769e: CREATE_COMPLETE - N/A']",58.6,None,LambdaExecutionRole | MathHelperLambda | LambdaInvokePermission | MathHelper | iac-god-eval-5158769e,,,,,,,,,,True,True,
140,Data\groud_truth\template\stepfunction-calculator.yaml,20260503_165313_8ec2ad05,ok,True,4,4,24536,0,0,11262,13274,1.0,1.0,1.0,132.289,,,0.0,0.0,"AWSTemplateFormatVersion: '2010-09-09'
Description: Serverless calculator workflow using AWS Step Functions and Lambda for arithmetic operations (add, subtract, multiply, divide).

Resources:
  LambdaExecutionRole:
    Type: AWS::IAM::Role
    Properties:
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: lambda.amazonaws.com
            Action: sts:AssumeRole
      Policies:
        - PolicyName: LambdaLogsPolicy
          PolicyDocument:
            Version: '2012-10-17'
            Statement:
              - Effect: Allow
                Action:
                  - logs:CreateLogGroup
                  - logs:CreateLogStream
                  - logs:PutLogEvents
                Resource: !Sub 'arn:aws:logs:${AWS::Region}:${AWS::AccountId}:*'

  CalculatorLogGroup:
    Type: AWS::Logs::LogGroup
    Properties:
      LogGroupName: !Sub '/aws/lambda/${Calculator}'
      RetentionInDays: 3
    DeletionPolicy: Retain
    UpdateReplacePolicy: Retain

  Calculator:
    Type: AWS::Lambda::Function
    Properties:
      Runtime: python3.12
      Handler: index.handler
      Role: !GetAtt LambdaExecutionRole.Arn
      Code:
        ZipFile: |
          def handler(event, context):
              operator = event.get('operator')
              operands = event.get('operands', [])
              if not operator or len(operands) != 2:
                  raise ValueError('Invalid input: operator and two operands required')
              try:
                  a = float(operands[0])
                  b = float(operands[1])
              except (ValueError, IndexError):
                  raise ValueError('Operands must be a list of two numbers')
              if operator == 'add':
                  result = a + b
              elif operator == 'subtract':
                  result = a - b
              elif operator == 'multiply':
                  result = a * b
              elif operator == 'divide':
                  if b == 0:
                      raise ValueError('Division by zero')
                  result = a / b
              else:
                  raise ValueError(f'Unsupported operator: {operator}')
              return {'result': result}
    DeletionPolicy: Retain
    UpdateReplacePolicy: Retain

  StepFunctionsExecutionRole:
    Type: AWS::IAM::Role
    Properties:
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: states.amazonaws.com
            Action: sts:AssumeRole
      Policies:
        - PolicyName: StepFunctionsLambdaInvokePolicy
          PolicyDocument:
            Version: '2012-10-17'
            Statement:
              - Effect: Allow
                Action: lambda:InvokeFunction
                Resource: !Sub '${Calculator.Arn}'

  CalculatorStateMachine:
    Type: AWS::StepFunctions::StateMachine
    Properties:
      StateMachineName: Calculator-StateMachine
      StateMachineType: EXPRESS
      RoleArn: !GetAtt StepFunctionsExecutionRole.Arn
      DefinitionString: !Sub |
        {
          ""Comment"": ""A calculator workflow that routes to arithmetic operations"",
          ""StartAt"": ""Router"",
          ""States"": {
            ""Router"": {
              ""Type"": ""Choice"",
              ""Choices"": [
                {
                  ""Variable"": ""$.operator"",
                  ""StringEquals"": ""add"",
                  ""Next"": ""Add""
                },
                {
                  ""Variable"": ""$.operator"",
                  ""StringEquals"": ""subtract"",
                  ""Next"": ""Subtract""
                },
                {
                  ""Variable"": ""$.operator"",
                  ""StringEquals"": ""multiply"",
                  ""Next"": ""Multiply""
                },
                {
                  ""Variable"": ""$.operator"",
                  ""StringEquals"": ""divide"",
                  ""Next"": ""Divide""
                }
              ],
              ""Default"": ""FailState""
            },
            ""Add"": {
              ""Type"": ""Task"",
              ""Resource"": ""${Calculator.Arn}"",
              ""Parameters"": {
                ""operator.$"": ""$.operator"",
                ""operands.$"": ""$.operands""
              },
              ""Next"": ""Success""
            },
            ""Subtract"": {
              ""Type"": ""Task"",
              ""Resource"": ""${Calculator.Arn}"",
              ""Parameters"": {
                ""operator.$"": ""$.operator"",
                ""operands.$"": ""$.operands""
              },
              ""Next"": ""Success""
            },
            ""Multiply"": {
              ""Type"": ""Task"",
              ""Resource"": ""${Calculator.Arn}"",
              ""Parameters"": {
                ""operator.$"": ""$.operator"",
                ""operands.$"": ""$.operands""
              },
              ""Next"": ""Success""
            },
            ""Divide"": {
              ""Type"": ""Task"",
              ""Resource"": ""${Calculator.Arn}"",
              ""Parameters"": {
                ""operator.$"": ""$.operator"",
                ""operands.$"": ""$.operands""
              },
              ""Next"": ""Success""
            },
            ""Success"": {
              ""Type"": ""Succeed""
            },
            ""FailState"": {
              ""Type"": ""Fail"",
              ""Cause"": ""Unsupported operator""
            }
          }
        }
    DeletionPolicy: Retain
    UpdateReplacePolicy: Retain

Outputs:
  CalculatorStateMachineArn:
    Description: ARN of the Calculator State Machine
    Value: !Ref CalculatorStateMachine
  CalculatorLambdaArn:
    Description: ARN of the Calculator Lambda Function
    Value: !GetAtt Calculator.Arn",localstack,True,arn:aws:cloudformation:us-east-1:000000000000:stack/iac-god-eval-c684656e/6ff54d2b-7579-48f7-8d2d-1a061cc00265,None,"[""Creating stack 'iac-god-eval-c684656e' on localstack"", 'iac-god-eval-c684656e: CREATE_IN_PROGRESS - N/A', 'LambdaExecutionRole: CREATE_IN_PROGRESS - N/A', 'LambdaExecutionRole: CREATE_COMPLETE - N/A', 'Calculator: CREATE_IN_PROGRESS - N/A', 'Calculator: CREATE_COMPLETE - N/A', 'CalculatorLogGroup: CREATE_IN_PROGRESS - N/A', 'CalculatorLogGroup: CREATE_COMPLETE - N/A', 'StepFunctionsExecutionRole: CREATE_IN_PROGRESS - N/A', 'StepFunctionsExecutionRole: CREATE_COMPLETE - N/A', 'CalculatorStateMachine: CREATE_IN_PROGRESS - N/A', 'CalculatorStateMachine: CREATE_COMPLETE - N/A', 'iac-god-eval-c684656e: CREATE_COMPLETE - N/A']",11.04,None,LambdaExecutionRole | Calculator | CalculatorLogGroup | StepFunctionsExecutionRole | CalculatorStateMachine | iac-god-eval-c684656e,,,,,,,,,,True,True,
